CMPLNT_NUM,ADDR_PCT_CD,BORO_NM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,CRM_ATPT_CPTD_CD,HADEVELOPT,HOUSING_PSA,JURISDICTION_CODE,JURIS_DESC,KY_CD,LAW_CAT_CD,LOC_OF_OCCUR_DESC,OFNS_DESC,PARKS_NM,PATROL_BORO,PD_CD,PD_DESC,PREM_TYP_DESC,RPT_DT,STATION_NAME,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,VIC_AGE_GROUP,VIC_RACE,VIC_SEX,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,New Georeferenced Column
300794088,9,MANHATTAN,02/07/2025,23:30:00,02/07/2025,23:40:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO MAN SOUTH,637,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,02/08/2025,(null),25-44,BLACK,F,,25-44,BLACK,F,989618,204491,40.727965,-73.980631,"(40.727965, -73.980631)",POINT (-73.980631 40.727965)
302795770,9,MANHATTAN,03/10/2025,15:30:00,03/10/2025,19:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO MAN SOUTH,339,"LARCENY,PETIT FROM OPEN AREAS,",DOCTOR/DENTIST OFFICE,03/14/2025,(null),UNKNOWN,UNKNOWN,U,,UNKNOWN,UNKNOWN,F,989955,202021,40.721184,-73.97942,"(40.721184, -73.97942)",POINT (-73.97942 40.721184)
302788433,9,MANHATTAN,02/25/2025,13:40:00,02/25/2025,16:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO MAN SOUTH,352,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",RESIDENCE - APT. HOUSE,03/13/2025,(null),UNKNOWN,UNKNOWN,U,,25-44,WHITE,F,988355,205189,40.729883,-73.985187,"(40.729883, -73.985187)",POINT (-73.985187 40.729883)
303616491,9,MANHATTAN,03/14/2025,00:15:00,03/14/2025,00:20:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,351,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO MAN SOUTH,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",RESIDENCE - APT. HOUSE,03/25/2025,(null),(null),(null),(null),,UNKNOWN,UNKNOWN,D,987872,204315,40.727484,-73.98693,"(40.727484, -73.98693)",POINT (-73.98693 40.727484)
303670192,9,MANHATTAN,03/26/2025,13:25:00,03/26/2025,13:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,FRONT OF,GRAND LARCENY,(null),PATROL BORO MAN SOUTH,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",RESIDENCE - APT. HOUSE,03/26/2025,(null),UNKNOWN,WHITE HISPANIC,M,,25-44,WHITE HISPANIC,F,986538,205349,40.73032,-73.991745,"(40.73032, -73.991745)",POINT (-73.991745 40.73032)
303489949,9,MANHATTAN,03/22/2025,14:30:00,03/23/2025,11:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO MAN SOUTH,338,"LARCENY,PETIT FROM BUILDING,UN",RESIDENCE - APT. HOUSE,03/23/2025,(null),45-64,BLACK,F,,45-64,UNKNOWN,M,988146,203313,40.724731,-73.985945,"(40.724731, -73.985945)",POINT (-73.985945 40.724731)
299216170,9,MANHATTAN,01/10/2025,09:25:00,01/10/2025,09:35:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO MAN SOUTH,338,"LARCENY,PETIT FROM BUILDING,UN",LIQUOR STORE,01/10/2025,(null),UNKNOWN,WHITE,F,,45-64,WHITE,M,989013,205601,40.731011,-73.982814,"(40.731011, -73.982814)",POINT (-73.982814 40.731011)
300486430,9,MANHATTAN,02/01/2025,15:30:00,02/01/2025,15:45:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,121,FELONY,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO MAN SOUTH,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",STREET,02/02/2025,(null),UNKNOWN,UNKNOWN,U,,45-64,WHITE,F,989667,203049,40.724007,-73.980457,"(40.724007, -73.980457)",POINT (-73.980457 40.724007)
299180693,9,MANHATTAN,01/09/2025,17:27:00,01/09/2025,17:32:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,348,MISDEMEANOR,(null),VEHICLE AND TRAFFIC LAWS,(null),PATROL BORO MAN SOUTH,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",STREET,01/09/2025,(null),25-44,BLACK,M,,UNKNOWN,UNKNOWN,E,986738,202922,40.72365033469323,-73.99102396312567,"(40.72365033469323, -73.99102396312567)",POINT (-73.99102396312567 40.72365033469323)
301789570,9,MANHATTAN,02/27/2025,09:05:00,02/27/2025,10:15:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO MAN SOUTH,637,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,02/27/2025,(null),45-64,BLACK,M,,65+,WHITE,F,990831,202826,40.723393,-73.976257,"(40.723393, -73.976257)",POINT (-73.976257 40.723393)
303655677,9,MANHATTAN,03/24/2025,18:50:00,03/24/2025,19:03:00,COMPLETED,WALD,609,2,N.Y. HOUSING POLICE,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO MAN SOUTH,637,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - PUBLIC HOUSING,03/24/2025,(null),25-44,WHITE HISPANIC,M,,25-44,BLACK HISPANIC,F,990468,202168,40.72159,-73.977569,"(40.72159, -73.977569)",POINT (-73.977569 40.72159)
302194825,9,MANHATTAN,03/06/2025,22:01:00,03/06/2025,22:05:00,ATTEMPTED,(null),,0,N.Y. POLICE DEPT,105,FELONY,INSIDE,ROBBERY,(null),PATROL BORO MAN SOUTH,365,"ROBBERY,LIQUOR STORE",LIQUOR STORE,03/06/2025,(null),UNKNOWN,WHITE HISPANIC,M,,UNKNOWN,UNKNOWN,D,987364,204175,40.727099,-73.988763,"(40.727099, -73.988763)",POINT (-73.988763 40.727099)
299503983,9,MANHATTAN,01/15/2025,19:45:00,01/15/2025,19:50:00,COMPLETED,(null),,1,N.Y. TRANSIT POLICE,235,MISDEMEANOR,(null),DANGEROUS DRUGS,(null),PATROL BORO MAN SOUTH,511,"CONTROLLED SUBSTANCE, POSSESSI",TRANSIT - NYC SUBWAY,01/15/2025,2 AVENUE,25-44,WHITE,M,4,UNKNOWN,UNKNOWN,E,986738,202922,40.72365033469323,-73.99102396312567,"(40.72365033469323, -73.99102396312567)",POINT (-73.99102396312567 40.72365033469323)
302812178,9,MANHATTAN,03/14/2025,16:37:00,03/14/2025,16:46:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,113,FELONY,FRONT OF,FORGERY,(null),PATROL BORO MAN SOUTH,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",STREET,03/14/2025,(null),(null),(null),(null),,UNKNOWN,UNKNOWN,E,989013,205601,40.731011,-73.982814,"(40.731011, -73.982814)",POINT (-73.982814 40.731011)
303890182,9,MANHATTAN,03/30/2025,19:00:00,03/30/2025,19:20:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,343,MISDEMEANOR,INSIDE,OTHER OFFENSES RELATED TO THEFT,(null),PATROL BORO MAN SOUTH,478,"THEFT OF SERVICES, UNCLASSIFIE",FAST FOOD,03/30/2025,(null),UNKNOWN,WHITE HISPANIC,M,,UNKNOWN,UNKNOWN,D,988386,204464,40.727893,-73.985077,"(40.727893, -73.985077)",POINT (-73.985077 40.727893)
301150190,9,MANHATTAN,02/15/2025,03:00:00,02/15/2025,03:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO MAN SOUTH,307,"LARCENY,PETIT BY DISHONEST EMP",BAR/NIGHT CLUB,02/15/2025,(null),45-64,WHITE,M,,UNKNOWN,UNKNOWN,D,988386,204464,40.727893,-73.985077,"(40.727893, -73.985077)",POINT (-73.985077 40.727893)
303616490,9,MANHATTAN,03/08/2025,04:05:00,03/08/2025,04:15:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,351,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO MAN SOUTH,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMMERCIAL BUILDING,03/25/2025,(null),(null),(null),(null),,UNKNOWN,UNKNOWN,D,988615,202175,40.72161,-73.984252,"(40.72161, -73.984252)",POINT (-73.984252 40.72161)
299576831,9,MANHATTAN,01/16/2025,19:00:00,01/16/2025,19:15:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,(null),PATROL BORO MAN SOUTH,639,AGGRAVATED HARASSMENT 2,RESTAURANT/DINER,01/16/2025,(null),18-24,WHITE HISPANIC,F,,18-24,WHITE,F,987184,205840,40.731668,-73.989414,"(40.731668, -73.989414)",POINT (-73.989414 40.731668)
300578838,9,MANHATTAN,02/05/2025,04:45:00,02/05/2025,04:50:00,COMPLETED,(null),,1,N.Y. TRANSIT POLICE,344,MISDEMEANOR,(null),ASSAULT 3 & RELATED OFFENSES,(null),PATROL BORO MAN SOUTH,101,ASSAULT 3,TRANSIT - NYC SUBWAY,02/05/2025,BLEECKER STREET,UNKNOWN,WHITE,M,4,45-64,WHITE,M,985733,203753,40.72593145361038,-73.99464955051585,"(40.72593145361038, -73.99464955051585)",POINT (-73.99464955051585 40.72593145361038)
302657670,9,MANHATTAN,03/12/2025,03:15:00,03/12/2025,10:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,FRONT OF,GRAND LARCENY,(null),PATROL BORO MAN SOUTH,406,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP",STREET,03/12/2025,(null),UNKNOWN,UNKNOWN,U,,18-24,ASIAN / PACIFIC ISLANDER,F,989249,205304,40.730198,-73.981963,"(40.730198, -73.981963)",POINT (-73.981963 40.730198)
298910069,9,MANHATTAN,01/05/2025,04:00:00,01/05/2025,04:07:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,121,FELONY,INSIDE,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO MAN SOUTH,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",RESIDENCE - APT. HOUSE,01/05/2025,(null),25-44,WHITE,M,,25-44,WHITE,F,988996,204129,40.726971,-73.982875,"(40.726971, -73.982875)",POINT (-73.982875 40.726971)
303560772,9,MANHATTAN,03/24/2025,21:56:00,03/24/2025,22:00:00,COMPLETED,(null),,1,N.Y. TRANSIT POLICE,235,MISDEMEANOR,(null),DANGEROUS DRUGS,(null),PATROL BORO MAN SOUTH,511,"CONTROLLED SUBSTANCE, POSSESSI",TRANSIT - NYC SUBWAY,03/24/2025,2 AVENUE,25-44,BLACK,M,4,UNKNOWN,UNKNOWN,E,986738,202922,40.72365033,-73.99102396,"(40.72365033, -73.99102396)",POINT (-73.99102396 40.72365033)
300854376,9,MANHATTAN,02/10/2025,11:50:00,02/10/2025,11:53:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,344,MISDEMEANOR,FRONT OF,ASSAULT 3 & RELATED OFFENSES,(null),PATROL BORO MAN SOUTH,113,"MENACING,UNCLASSIFIED",RESIDENCE - APT. HOUSE,02/10/2025,(null),UNKNOWN,BLACK HISPANIC,M,,25-44,BLACK,M,989618,204491,40.727965,-73.980631,"(40.727965, -73.980631)",POINT (-73.980631 40.727965)
301878396,9,MANHATTAN,02/28/2025,16:50:00,02/28/2025,17:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO MAN SOUTH,638,"HARASSMENT,SUBD 3,4,5",BANK,02/28/2025,(null),25-44,WHITE HISPANIC,F,,25-44,WHITE HISPANIC,M,986930,206924,40.734645,-73.99033,"(40.734645, -73.99033)",POINT (-73.99033 40.734645)
301629898,9,MANHATTAN,02/18/2025,14:00:00,02/24/2025,08:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO MAN SOUTH,352,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",RESIDENCE - APT. HOUSE,02/24/2025,(null),UNKNOWN,UNKNOWN,U,,25-44,WHITE,M,989559,202084,40.721359,-73.980848,"(40.721359, -73.980848)",POINT (-73.980848 40.721359)
303558548,9,MANHATTAN,03/24/2025,14:22:00,03/24/2025,15:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,343,MISDEMEANOR,INSIDE,OTHER OFFENSES RELATED TO THEFT,(null),PATROL BORO MAN SOUTH,478,"THEFT OF SERVICES, UNCLASSIFIE",RESTAURANT/DINER,03/24/2025,(null),65+,WHITE,M,,UNKNOWN,UNKNOWN,D,988877,205356,40.73034,-73.983304,"(40.73034, -73.983304)",POINT (-73.983304 40.73034)
302856091,9,MANHATTAN,03/11/2025,16:56:00,03/15/2025,04:55:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,(null),PATROL BORO MAN SOUTH,639,AGGRAVATED HARASSMENT 2,HOTEL/MOTEL,03/15/2025,(null),25-44,WHITE,F,,45-64,WHITE,M,986370,204317,40.727489,-73.992351,"(40.727489, -73.992351)",POINT (-73.992351 40.727489)
302283047,9,MANHATTAN,03/07/2025,23:12:00,03/07/2025,23:13:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO MAN SOUTH,338,"LARCENY,PETIT FROM BUILDING,UN",COMMERCIAL BUILDING,03/07/2025,(null),UNKNOWN,UNKNOWN,U,,UNKNOWN,UNKNOWN,D,987902,203590,40.725493,-73.986825,"(40.725493, -73.986825)",POINT (-73.986825 40.725493)
303496538,9,MANHATTAN,03/22/2025,01:00:00,03/23/2025,10:03:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,121,FELONY,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO MAN SOUTH,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",RESIDENCE - APT. HOUSE,03/23/2025,(null),UNKNOWN,UNKNOWN,U,,25-44,WHITE HISPANIC,M,990077,202241,40.721788,-73.97898,"(40.721788, -73.97898)",POINT (-73.97898 40.721788)
299216812,9,MANHATTAN,01/09/2025,18:06:00,01/09/2025,18:11:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO MAN SOUTH,637,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,01/09/2025,(null),45-64,BLACK,M,,45-64,WHITE,F,990684,203336,40.724794,-73.976787,"(40.724794, -73.976787)",POINT (-73.976787 40.724794)
301145321,9,MANHATTAN,02/15/2025,15:12:00,02/15/2025,15:16:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,344,MISDEMEANOR,FRONT OF,ASSAULT 3 & RELATED OFFENSES,(null),PATROL BORO MAN SOUTH,114,OBSTR BREATH/CIRCUL,STREET,02/15/2025,(null),UNKNOWN,WHITE,M,,25-44,WHITE HISPANIC,M,986293,203538,40.72535,-73.99263,"(40.72535, -73.99263)",POINT (-73.99263 40.72535)
303670193,9,MANHATTAN,03/26/2025,15:05:00,03/26/2025,15:09:00,COMPLETED,(null),,1,N.Y. TRANSIT POLICE,118,FELONY,(null),DANGEROUS WEAPONS,(null),PATROL BORO MAN SOUTH,793,WEAPONS POSSESSION 3,TRANSIT - NYC SUBWAY,03/26/2025,2 AVENUE,45-64,BLACK,M,4,UNKNOWN,UNKNOWN,D,986738,202922,40.72365033,-73.99102396,"(40.72365033, -73.99102396)",POINT (-73.99102396 40.72365033)
299608000,9,MANHATTAN,01/16/2025,23:15:00,01/16/2025,23:21:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,121,FELONY,INSIDE,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO MAN SOUTH,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMMERCIAL BUILDING,01/17/2025,(null),18-24,WHITE,M,,UNKNOWN,UNKNOWN,D,988090,205490,40.730708,-73.986143,"(40.730708, -73.986143)",POINT (-73.986143 40.730708)
303829895,9,MANHATTAN,03/28/2025,15:00:00,03/28/2025,15:10:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,(null),HARRASSMENT 2,(null),PATROL BORO MAN SOUTH,638,"HARASSMENT,SUBD 3,4,5",STREET,03/28/2025,(null),UNKNOWN,BLACK,M,,18-24,WHITE,F,986705,204721,40.72858816,-73.99114236,"(40.72858816, -73.99114236)",POINT (-73.99114236 40.72858816)
301711392,9,MANHATTAN,02/26/2025,10:20:00,02/26/2025,11:09:00,COMPLETED,WALD,609,2,N.Y. HOUSING POLICE,105,FELONY,INSIDE,ROBBERY,(null),PATROL BORO MAN SOUTH,389,"ROBBERY,DWELLING",RESIDENCE - PUBLIC HOUSING,02/26/2025,(null),25-44,BLACK HISPANIC,F,,25-44,WHITE HISPANIC,M,990468,202168,40.72159,-73.977569,"(40.72159, -73.977569)",POINT (-73.977569 40.72159)
301117216,9,MANHATTAN,02/15/2025,00:02:00,02/15/2025,00:06:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,351,MISDEMEANOR,(null),CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO MAN SOUTH,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",DRY CLEANER/LAUNDRY,02/15/2025,(null),18-24,WHITE,M,,UNKNOWN,UNKNOWN,E,988937,204021,40.726665931009,-73.98308979550706,"(40.726665931009, -73.98308979550706)",POINT (-73.98308979550706 40.726665931009)
300004005,9,MANHATTAN,01/25/2025,01:00:00,01/25/2025,01:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,106,FELONY,INSIDE,FELONY ASSAULT,(null),PATROL BORO MAN SOUTH,109,"ASSAULT 2,1,UNCLASSIFIED",BAR/NIGHT CLUB,01/25/2025,(null),UNKNOWN,WHITE,M,,18-24,WHITE,M,987872,204315,40.727484,-73.98693,"(40.727484, -73.98693)",POINT (-73.98693 40.727484)
300261353,9,MANHATTAN,01/30/2025,00:10:00,01/30/2025,01:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,126,FELONY,INSIDE,MISCELLANEOUS PENAL LAW,(null),PATROL BORO MAN SOUTH,199,AGGRAVATED CRIMINAL CONTEMPT,RESIDENCE - APT. HOUSE,01/30/2025,(null),25-44,WHITE,M,,25-44,WHITE,F,987353,204899,40.729086,-73.988802,"(40.729086, -73.988802)",POINT (-73.988802 40.729086)
299520502,9,MANHATTAN,12/27/2024,21:30:00,12/27/2024,21:35:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO MAN SOUTH,638,"HARASSMENT,SUBD 3,4,5",HOMELESS SHELTER,01/15/2025,(null),25-44,BLACK,M,,25-44,ASIAN / PACIFIC ISLANDER,M,986791,203773,40.725995,-73.990833,"(40.725995, -73.990833)",POINT (-73.990833 40.725995)
299396361,9,MANHATTAN,01/11/2025,16:00:00,01/11/2025,16:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,(null),PETIT LARCENY,DRY DOCK PLAYGROUND,PATROL BORO MAN SOUTH,339,"LARCENY,PETIT FROM OPEN AREAS,",PARK/PLAYGROUND,01/11/2025,(null),UNKNOWN,WHITE,U,,<18,BLACK,F,991134,203370,40.72487765735112,-73.97516391618326,"(40.72487765735112, -73.97516391618326)",POINT (-73.97516391618326 40.72487765735112)
298904379,9,MANHATTAN,01/05/2025,00:55:00,01/05/2025,01:02:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,121,FELONY,INSIDE,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO MAN SOUTH,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",GROCERY/BODEGA,01/05/2025,(null),18-24,BLACK,M,,UNKNOWN,UNKNOWN,D,988263,202805,40.723338,-73.98552,"(40.723338, -73.98552)",POINT (-73.98552 40.723338)
302742534,9,MANHATTAN,03/13/2025,10:00:00,03/13/2025,12:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,351,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO MAN SOUTH,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",FAST FOOD,03/13/2025,(null),UNKNOWN,UNKNOWN,U,,UNKNOWN,UNKNOWN,E,987845,205046,40.72949,-73.98703,"(40.72949, -73.98703)",POINT (-73.98703 40.72949)
301097838,9,MANHATTAN,02/13/2025,19:33:00,02/14/2025,09:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO MAN SOUTH,352,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",RESIDENCE - APT. HOUSE,02/14/2025,(null),UNKNOWN,UNKNOWN,U,,18-24,BLACK,F,989497,204272,40.727364,-73.981069,"(40.727364, -73.981069)",POINT (-73.981069 40.727364)
301509446,9,MANHATTAN,02/17/2025,19:00:00,02/17/2025,19:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO MAN SOUTH,352,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",RESIDENCE - APT. HOUSE,02/22/2025,(null),UNKNOWN,WHITE HISPANIC,M,,45-64,WHITE,F,989659,201869,40.720769,-73.980488,"(40.720769, -73.980488)",POINT (-73.980488 40.720769)
299280486,9,MANHATTAN,01/11/2025,16:15:00,01/11/2025,16:20:00,COMPLETED,(null),,1,N.Y. TRANSIT POLICE,109,FELONY,(null),GRAND LARCENY,(null),PATROL BORO MAN SOUTH,415,"LARCENY,GRAND FROM PERSON,PICK",TRANSIT - NYC SUBWAY,01/11/2025,2 AVENUE,UNKNOWN,UNKNOWN,M,4,18-24,BLACK,F,986738,202922,40.72365033469323,-73.99102396312567,"(40.72365033469323, -73.99102396312567)",POINT (-73.99102396312567 40.72365033469323)
301969325,9,MANHATTAN,03/02/2025,22:07:00,03/02/2025,22:10:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,107,FELONY,INSIDE,BURGLARY,(null),PATROL BORO MAN SOUTH,213,"BURGLARY,COMMERCIAL,NIGHT",RESTAURANT/DINER,03/03/2025,(null),UNKNOWN,UNKNOWN,M,,UNKNOWN,UNKNOWN,D,987118,203736,40.725893,-73.989651,"(40.725893, -73.989651)",POINT (-73.989651 40.725893)
302337637,9,MANHATTAN,03/08/2025,01:30:00,03/08/2025,01:35:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,(null),HARRASSMENT 2,(null),PATROL BORO MAN SOUTH,638,"HARASSMENT,SUBD 3,4,5",STREET,03/08/2025,(null),UNKNOWN,WHITE,M,,18-24,WHITE,F,987048,206851,40.73443438732101,-73.98990393253564,"(40.73443438732101, -73.98990393253564)",POINT (-73.98990393253564 40.73443438732101)
299498465,9,MANHATTAN,01/15/2025,16:57:00,01/15/2025,17:03:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,359,MISDEMEANOR,INSIDE,OFFENSES AGAINST PUBLIC ADMINI,(null),PATROL BORO MAN SOUTH,750,RESISTING ARREST,RESIDENCE - APT. HOUSE,01/15/2025,(null),25-44,WHITE HISPANIC,M,,45-64,BLACK HISPANIC,M,989165,202146,40.72153,-73.982267,"(40.72153, -73.982267)",POINT (-73.982267 40.72153)
299157015,9,MANHATTAN,01/08/2025,14:00:00,01/09/2025,07:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,121,FELONY,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO MAN SOUTH,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",STREET,01/09/2025,(null),UNKNOWN,UNKNOWN,U,,45-64,BLACK,F,989908,203482,40.725196,-73.979586,"(40.725196, -73.979586)",POINT (-73.979586 40.725196)
301789571,9,MANHATTAN,02/14/2024,10:00:00,02/14/2024,11:45:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO MAN SOUTH,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",CHURCH,02/27/2025,(null),UNKNOWN,UNKNOWN,U,,25-44,BLACK,M,990397,204360,40.727606,-73.97782,"(40.727606, -73.97782)",POINT (-73.97782 40.727606)
299624992,9,MANHATTAN,01/16/2025,15:41:00,01/16/2025,15:46:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO MAN SOUTH,313,"LARCENY,PETIT BY FALSE PROMISE",ATM,01/17/2025,(null),25-44,BLACK,M,,25-44,ASIAN / PACIFIC ISLANDER,F,986713,205164,40.729813,-73.991111,"(40.729813, -73.991111)",POINT (-73.991111 40.729813)
302437571,9,MANHATTAN,03/11/2025,14:40:00,03/11/2025,16:15:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,(null),GRAND LARCENY,EAST RIVER PARK,PATROL BORO MAN SOUTH,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",PARK/PLAYGROUND,03/11/2025,(null),UNKNOWN,UNKNOWN,U,,<18,WHITE,M,991245,202174,40.72159483993839,-73.97476469364747,"(40.72159483993839, -73.97476469364747)",POINT (-73.97476469364747 40.72159483993839)
303253209,9,MANHATTAN,03/19/2025,17:00:00,03/19/2025,18:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,(null),PETIT LARCENY,TOMPKINS SQUARE PARK,PATROL BORO MAN SOUTH,339,"LARCENY,PETIT FROM OPEN AREAS,",PARK/PLAYGROUND,03/19/2025,(null),UNKNOWN,UNKNOWN,U,,25-44,BLACK,M,989819,204094,40.72686578692612,-73.97990757169028,"(40.72686578692612, -73.97990757169028)",POINT (-73.97990757169028 40.72686578692612)
299454389,9,MANHATTAN,01/14/2025,01:00:00,01/14/2025,01:15:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,121,FELONY,INSIDE,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO MAN SOUTH,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",BAR/NIGHT CLUB,01/15/2025,(null),25-44,BLACK,F,,UNKNOWN,UNKNOWN,D,988123,202550,40.722637,-73.986028,"(40.722637, -73.986028)",POINT (-73.986028 40.722637)
